area,bbox-0,bbox-1,bbox-2,bbox-3,bbox_area,centroid-0,centroid-1,convex_area,eccentricity,equivalent_diameter,euler_number,extent,filled_area,label,major_axis_length,minor_axis_length,moments-0-0,moments-0-1,moments-0-2,moments-0-3,moments-1-0,moments-1-1,moments-1-2,moments-1-3,moments-2-0,moments-2-1,moments-2-2,moments-2-3,moments-3-0,moments-3-1,moments-3-2,moments-3-3,moments_central-0-0,moments_central-0-1,moments_central-0-2,moments_central-0-3,moments_central-1-0,moments_central-1-1,moments_central-1-2,moments_central-1-3,moments_central-2-0,moments_central-2-1,moments_central-2-2,moments_central-2-3,moments_central-3-0,moments_central-3-1,moments_central-3-2,moments_central-3-3,orientation,perimeter,feret_diameter_max,solidity
8166,56,36,143,180,12528,99.77271614009307,112.2887582659809,8702,0.8073870781958794,101.96702468105725,1,0.6518199233716475,8166,IMG_20221122_175337.jpg,134.44751271779475,79.32700692375077,8166.0,622974.0,56637150.0,5662392852.0,357448.0,28090684.0,2596484068.0,263021155432.0,18972514.0,1528609240.0,141865113068.0,14344359465412.0,1123973530.0,92084865298.0,8531541464266.0,856276096279990.0,8166.0,-9.100631359615363e-11,9111237.108008811,-48554923.69793927,9.937650702340761e-11,821419.9353416603,-8008035.698147267,2653680174.4661484,3326044.161156012,9308142.433013491,2296736681.7655993,2566273522.550722,2315086.3426661044,394345668.13803124,3220822380.794562,927590102354.2501,1.4324516990769178,387.9898987322333,147.09180806557515,0.9384049643760055
7785,100,48,180,194,11680,140.29890815671163,114.82697495183044,8275,0.8244539418949204,99.55988075406299,1,0.6665239726027398,7785,IMG_20221122_173502.jpg,134.2402625328614,75.97046520290523,7785.0,520248.0,43532928.0,4132613994.0,313727.0,20863422.0,1740026710.0,164256728958.0,15452803.0,1014919234.0,82540087518.0,7570454548198.0,848259965.0,55122348312.0,4359727705948.0,386693305206408.0,7785.0,3.456079866737127e-11,8766327.935260113,51785750.26584356,6.938449814697378e-11,-102004.37071291017,-669470.2115222218,-782279827.5532936,2809947.4407193298,-9523515.482684894,1719363352.4853415,-12611248056.000254,-946751.5382283726,84028611.3198174,2284779973.7960954,-52387240383.08573,-1.553677791139901,374.0904037956216,147.10540438746634,0.9407854984894259
8753,88,13,171,167,12782,130.25808294299097,86.58688449674398,9249,0.845149026400893,105.56829891149559,1,0.6847911125019559,8753,IMG_20221029_095519.jpg,146.1562473805396,78.12500859486315,8753.0,644106.0,59020314.0,6104782830.0,369885.0,26492870.0,2388203386.0,243381803012.0,19033233.0,1328865684.0,116038365852.0,11440956510810.0,1090503357.0,74835009446.0,6336477708550.0,603216147441764.0,8753.0,2.1032064978498966e-12,11622560.17434022,51125814.50917693,-8.533618256478803e-11,-725814.7720781447,938957.2645185023,-3010975627.1006722,3402601.9906317824,-10387552.691163134,2695421700.115224,-9300105532.956535,-1379456.0714811422,-206499388.8935054,4031181152.254286,-1014482598010.8136,-1.4833983660146366,402.91883092036784,156.1089363233252,0.946372580819548
14424,90,0,181,224,20384,138.3049778147532,106.50783416528009,15016,0.9329003015740139,135.5182909915115,1,0.707613814756672,14424,IMG_20221029_093847.jpg,227.17689566248282,81.81429110794056,14424.0,1536269.0,210042191.0,32475105863.0,696751.0,76300874.0,10633256686.0,1663248518924.0,39799117.0,4418290258.0,614528589698.0,95482470483028.0,2505544909.0,280342866518.0,38646497893138.0,5926053150574664.0,14424.0,-1.0095391189679503e-10,46417507.11473932,216310715.97518635,-1.3915268937125802e-10,2091434.0375069347,41665090.31402651,10051101785.35116,6142575.402592893,-22680844.92616365,12506964598.496338,-73388087691.50241,-10384491.827163894,2129224137.257632,15790018340.98239,6803948953836.144,1.5190529091281235,562.048773235279,227.2003521124032,0.9605753862546617
17027,73,1,189,218,25172,132.25254008339695,107.99823809244141,17660,0.8484819304080711,147.23942993711165,1,0.6764261878277451,17027,IMG_20221029_093729.jpg,204.1970578605984,108.0660554377454,17027.0,1821859.0,239304025.0,35299118551.0,1008893.0,107570374.0,14105728458.0,2074224024484.0,72211851.0,7639003712.0,982752249896.0,141401686474850.0,5744284007.0,604020382366.0,76038809927058.0,1.065971552599332e+16,17027.0,3.4376057556073647e-10,44368321.947142795,199344956.64549425,-2.624602757350658e-10,-379399.4237974979,7547264.328511486,-6730241467.338194,12432378.077641392,-42576355.26154596,18093117412.407715,-48929232661.33143,-7751549.628573265,956444878.6346613,19201888407.81839,-1267819868794.9287,-1.5589185487562571,559.5290039756342,218.3231549790356,0.9641562853907135
13335,55,0,141,224,19264,97.23164604424447,118.47574053243345,14463,0.9387838331520292,130.30214629484578,1,0.6922238372093024,13335,IMG_20221122_171356.jpg,225.47116397529777,77.67634244123076,13335.0,1579874.0,229522984.0,36829095254.0,563159.0,67655650.0,9802547184.0,1563435553180.0,28835197.0,3522221098.0,505733151276.0,79430648199484.0,1659401099.0,205337526712.0,29163930526014.0,4501759055802154.0,13335.0,-2.1756818568974268e-11,42346241.90206225,-397814980.8386475,-1.7394086171407253e-10,934970.4374953136,-112128865.22316825,8564748602.167643,5052065.445369328,26979098.87012775,9828665296.876799,31905071354.33433,14929186.317548394,318044623.7167045,-33754069744.16512,3302082242966.8096,1.5457471586518514,564.776695296637,226.71788636982305,0.9220078821821199
12492,74,13,172,201,18424,124.83109189881525,105.41762728146013,12913,0.859759286414316,126.11624951936865,1,0.6780286582718194,12492,IMG_20221122_171716.jpg,177.7134599160179,90.75817340406948,12492.0,1154481.0,131028807.0,16681533441.0,634982.0,61089357.0,7120748579.0,922655806833.0,39031194.0,3837838519.0,448349498609.0,57847993614379.0,2661240086.0,265019698185.0,30785078374523.0,3927214266293697.0,12492.0,1.800799509510398e-10,24334412.23847262,74304711.80249655,1.4922818536433624e-10,2405827.1935638776,15729567.234098187,8709540749.314798,6754365.603906506,-13913466.779791895,7873408797.810291,-7380896337.889715,-9421680.595222188,2547385723.503173,11208253176.618038,5807040233267.704,1.4372178375934468,478.5168106668145,189.2828571212935,0.9673971966235576
6014,63,42,134,167,8875,98.7276355171267,108.05237778516795,6406,0.8115335994035385,87.50578622032528,1,0.6776338028169014,6014,IMG_20221122_175142.jpg,116.03054496529562,67.79731534909264,6014.0,397239.0,31298841.0,2710250505.0,214866.0,14216729.0,1122059885.0,97462890581.0,9404532.0,628201417.0,49237800225.0,4230613168813.0,458792418.0,30929505299.0,2401270233803.0,203307019785215.0,6014.0,-1.0976464182022028e-10,5060260.500997674,-25596841.576426554,-4.519762342169997e-11,24318.79481210505,613673.1990801753,192142034.76343745,1727877.8669770523,5272010.36877359,777504225.9600399,4899310535.158324,-675254.8040876731,-33020408.300661568,550025578.9385201,-2078632093.5076103,1.563499125107317,329.4629867976521,126.28935030318273,0.9388073680924134
5660,96,64,165,190,8694,128.93056537102473,120.66872791519435,6030,0.8469957199824479,84.89131771389239,1,0.6510236945019554,5660,IMG_20221122_173214.jpg,118.67295906268691,63.08651047292243,5660.0,320745.0,23082479.0,1901323179.0,186387.0,10047737.0,696782859.0,55642153289.0,7621411.0,391559183.0,25691115981.0,1943139466115.0,350810823.0,17387429891.0,1082859470109.0,77384728755827.0,5660.0,3.802824721788056e-11,4906267.864840991,37204539.51734163,3.339550858072471e-11,-514577.18992932833,-5015355.09986482,-1159398336.6674318,1483581.7121908108,-6445847.706057326,797623855.291928,-3166578970.7304735,2123080.731940286,-181720273.7363832,1098624807.0466156,-282460897406.0102,-1.4247532335545605,328.048773235279,128.86038956948718,0.9386401326699834
9033,80,13,164,168,13020,124.6121997121665,86.14978412487545,9562,0.8456761770583522,107.24352105182264,1,0.693778801843318,9033,IMG_20220212_095917.jpg,149.2885401799486,79.67475032692705,9033.0,660762.0,60885870.0,6377712846.0,402982.0,30006742.0,2831544262.0,303266706994.0,21592964.0,1611590514.0,151691024790.0,16218982133406.0,1273705510.0,94723756888.0,8806920218752.0,931141146070648.0,9033.0,1.1738165994756855e-10,12551272.342079047,87678874.61356527,-1.9025492292712443e-10,528695.6937894406,37943718.17409555,1929204463.3245876,3615050.5355917206,-15102696.972800968,3091968645.8674464,2342540233.938908,-12154825.272406127,417060175.9446876,9544484444.481516,871049744778.0801,1.5119069237072364,409.06096654409873,155.46382215808282,0.9446768458481489
15010,72,0,178,209,22154,124.08687541638908,99.65176548967355,15515,0.8705610171501145,138.24371800004076,1,0.6775300171526587,15010,IMG_20221029_094816.jpg,199.04599565071146,97.94266804884991,15010.0,1495773.0,186181589.0,26142020409.0,781824.0,79005968.0,9831467036.0,1370903995280.0,49764678.0,5041269326.0,615130952642.0,83592094047530.0,3553393866.0,360070060244.0,42974946875864.0,5671267886703104.0,15010.0,5.1636561693158e-10,37125168.77821452,189519137.774846,-5.540812253457261e-11,1095826.0978014646,-84552205.69950607,1878945906.8888068,9041908.714457024,-32025010.593541987,12660990853.01896,-74478170490.98494,19377737.404709887,2053267602.087971,-37936801057.54705,3842187717212.2427,1.53185464038572,529.7300141024109,209.53758612716717,0.9674508540122462
5541,95,61,161,187,8316,127.90561270528785,117.89514528063526,5947,0.8535680530669071,83.9941683533895,1,0.6663059163059163,5541,IMG_20221122_175259.jpg,118.60509676063707,61.791044763100324,5541.0,315256.0,22802870.0,1888001572.0,182330.0,10236608.0,736139714.0,60662252900.0,7327250.0,400847052.0,27904597062.0,2229069157512.0,327908990.0,17489850584.0,1171567098158.0,89950642839548.0,5541.0,3.572608875401784e-11,4866334.07940805,36887401.67050573,-1.6711965145077556e-11,-137083.8390182275,1396115.0841113094,-370647295.91780055,1327569.635444867,-7016245.8277590815,649778441.4209315,-6172970078.709547,-567645.2213182887,-28662788.01724713,787928336.2795509,-64691973747.690216,-1.532135787292036,329.8061325481598,127.57742747053649,0.931730284176896
13931,68,0,173,199,20895,121.76110831957504,96.99842078817026,14533,0.8536721163245469,133.18220638548362,1,0.6667145250059823,13931,IMG_20220212_095411.jpg,186.38660982898793,97.07216445857246,13931.0,1351285.0,161303133.0,21664462807.0,748946.0,73259113.0,8775316985.0,1178208581761.0,48485694.0,4739632599.0,558520684671.0,73472740740147.0,3491480060.0,340390655569.0,39282402860969.0,5034752864092069.0,13931.0,-2.475530891388189e-11,30230621.965257347,153668457.6675386,-6.601652557947091e-11,612533.7443830309,-15347832.26905815,679769559.5980316,8221526.9684875505,-29264135.7808045,9509943996.264442,-39533373251.84308,838609.1058970479,1131281255.852544,-97904102.16051629,1834395029193.0913,1.5429940784619758,506.9015869776647,199.7248106770914,0.9585770315832932
7265,100,53,178,190,10686,139.80481761871988,116.06400550584996,7662,0.8135387844523299,96.1773637219328,1,0.6798615010293843,7265,IMG_20221122_174727.jpg,127.69566802419267,74.25639202699571,7265.0,458160.0,36288508.0,3259689954.0,289182.0,18028056.0,1420434324.0,126938459034.0,14023466.0,859416810.0,65938652358.0,5728946062896.0,756721434.0,45706312182.0,3404085755994.0,285963021972432.0,7265.0,-1.3073986337985843e-11,7395103.237439776,38461623.124457285,6.139799779703026e-11,-208919.24019270475,2327449.632123823,-760581398.108246,2512629.231383346,-8327142.529275487,1412145632.6771917,-9855054339.886288,-1509569.109676074,-28141664.344423436,2687043534.92175,-158202285476.5052,-1.5281107044427789,359.50461735799473,138.45215780189199,0.9481858522578961
5752,63,34,136,153,8687,99.59753129346315,97.3480528511822,6061,0.7965908742777884,85.57846610752414,1,0.6621388281339933,5752,IMG_20221122_172823.jpg,111.41005409121172,67.34947215775482,5752.0,364378.0,27461994.0,2275084990.0,210509.0,13812483.0,1063894881.0,89664502485.0,9417613.0,636072935.0,49359255965.0,4164065782721.0,470816813.0,32431520007.0,2519096351349.0,211476054439881.0,5752.0,7.096900844771881e-11,4379357.198191933,-19426359.80138393,3.9392489270539954e-11,477147.742350487,-1599064.5963788512,961554224.5951139,1713503.2849443674,4560630.079465013,815368489.7001096,2810660514.0915456,735446.3383679491,188222824.87447104,1762157020.8590136,268895623980.0113,1.3989177053942856,322.048773235279,122.48265183282079,0.9490183138096023
11230,76,21,175,193,17028,126.72564559216384,104.93321460373998,11845,0.8292948310588697,119.57625218819946,1,0.659501996711299,11230,IMG_20220212_100116.jpg,161.86044139181595,90.44944572510983,11230.0,942570.0,97258238.0,11287030362.0,569649.0,49548469.0,5252830837.0,621870475657.0,34880901.0,3091394645.0,328154394561.0,38696676775109.0,2363997777.0,211682899639.0,22289715939115.0,2594580662550331.0,11230.0,9.278267043555388e-11,18145307.910952818,77845754.08249556,2.469420223860652e-10,1735997.23419412,27928268.475448996,5607066377.891678,5985087.714069456,-12390665.106224036,5418555856.861425,8218980554.660626,-12553321.50515615,1749903152.971557,596625787.7923503,3314009986791.7866,1.431735993952039,455.00209204105306,173.1733235807409,0.9480793583790629
14170,57,5,164,203,21186,107.14911785462245,100.79251940719831,14716,0.8364954723705151,134.31978390727576,1,0.668837911828566,14170,IMG_20220110_150406.jpg,183.7742374056594,100.70347378942485,14170.0,1357380.0,159805292.0,21182207082.0,710613.0,66416140.0,7601894294.0,980579067100.0,44749651.0,4096868078.0,450555271224.0,55597933062626.0,3194239569.0,288510362818.0,30611166302552.0,3615471545142766.0,14170.0,-4.1967496144934557e-10,29778442.007057168,168951578.9627022,-1.362536750093568e-10,-1655269.5935074072,-95075238.979945,-8800154078.748726,9113035.913973188,-23793114.030898962,10933753955.807205,21844379967.728798,36062622.92128085,-1405600600.801662,-35438875681.83503,-5172718453702.652,-1.491372583545131,506.3574311003804,199.00753754569197,0.9628975265017667
7514,79,46,162,183,11371,121.004657971786,110.74274687250465,7979,0.7855132236622268,97.81166565977708,1,0.6608037991381585,7514,IMG_20221122_174430.jpg,125.88402186658774,77.90268138372721,7514.0,486477.0,38872901.0,3499823109.0,315623.0,20976766.0,1703227768.0,154764171472.0,16172713.0,1087402654.0,87541040468.0,7835658766540.0,923066363.0,62390148460.0,4945782842026.0,432944490457714.0,7514.0,6.752998160663992e-11,7377043.72970455,27864569.63774815,1.2926193448947743e-10,542466.0038594613,143378.774277464,906011230.522092,2915076.836970987,-5235407.907541935,1500054241.8369305,-7519723021.172334,-1156526.037741294,416664250.11341524,-208891767.7194416,469414225007.32806,1.451535180340801,362.3330444827409,137.44089638822936,0.9417220203032961
8033,38,40,122,184,12096,80.4791485123864,115.11801319556828,8497,0.8053822634611918,101.13324509209404,1,0.6641038359788359,8033,IMG_20221122_173551.jpg,132.95352586421905,78.80897036426545,8033.0,603423.0,54198083.0,5362155981.0,341235.0,25796121.0,2326750153.0,231346736535.0,17618241.0,1345461161.0,120570868489.0,11868403152395.0,1012951617.0,77982384501.0,6917470150693.0,670943838297651.0,8033.0,1.141415850725025e-10,8870146.1234906,-41711840.07047647,8.418510333285667e-11,163225.76721025843,-60654.513958784475,817475112.3204864,3122868.757375828,8146517.866552388,1848027781.2443871,11416067851.454311,-769870.424533698,-30311804.67307841,2404612241.5903373,119058289741.1322,1.5424262736294403,379.1614716074871,145.38225476308997,0.9453924914675768
10616,91,6,187,175,16224,140.1617370007536,87.63441974378297,11188,0.8336845284664199,116.26139086949067,1,0.6543392504930966,10616,IMG_20221029_094901.jpg,158.37915530888844,87.46346094375579,10616.0,866631.0,87331485.0,9914018193.0,521901.0,43426591.0,4434554205.0,507481400377.0,30791879.0,2578546603.0,260771624181.0,29428386747985.0,2013725493.0,168969322537.0,16804922057847.0,1855665825265531.0,10616.0,1.3498890893970383e-10,16584566.183025612,77020215.55478944,5.313438578014029e-11,821505.701299924,7060425.061086062,1937942378.612899,5134319.297569702,-15903866.449629288,4200838465.7224956,-12036451196.105692,-4880874.127058662,969162303.0824965,-3973455179.2136793,1263618587174.4128,1.4995370648022537,444.6173157302028,169.49926253526885,0.9488737933500179
10294,66,11,160,179,15792,115.06489217019623,91.94822226539732,10926,0.8482494829042594,114.4846185018047,1,0.6518490374873354,10294,IMG_20220110_153307.jpg,159.70656539831268,84.58009263581812,10294.0,833281.0,83791263.0,9545888647.0,505074.0,41800214.0,4265125744.0,490070220770.0,29455368.0,2450438222.0,247595157604.0,28073011163306.0,1897785846.0,157695449264.0,15647014632142.0,1735742085824240.0,10294.0,-2.845013113983441e-11,16338647.402467448,117965942.87585266,-7.992184691829607e-11,915371.5875267157,5721054.65536266,2318664096.7212367,4673966.652030308,-23746670.248390883,3993127311.9447365,-19127091988.939514,-6093948.331369016,957545394.4933236,-6816202661.479021,1408265575021.7966,1.4929575245971827,439.78888860545663,169.30741271426953,0.9421563243639026
6180,80,57,153,182,9125,116.56666666666666,116.7326860841424,6544,0.8042814278795609,88.70524441352555,1,0.6772602739726027,6180,IMG_20221122_175428.jpg,116.24764424967563,69.07999849556106,6180.0,369148.0,27248096.0,2264439688.0,225982.0,13768325.0,1029519993.0,86169768437.0,10128312.0,621842699.0,46022648695.0,3790347662471.0,505868368.0,31172870939.0,2270817061035.0,182902207871447.0,6180.0,-1.7422507880837657e-11,5197894.397411005,15869334.563276071,-6.493650062111556e-11,269813.13333333354,914622.8771089484,314783785.50942963,1864903.533333334,-2880916.0760302073,854629764.026275,-3474502451.166966,-876852.5377777993,189712496.99397847,105686198.92082332,178926583525.30426,1.4905404847448935,334.2914139223983,125.4830665866913,0.9443765281173594
9098,101,27,187,176,12814,142.92657726972962,100.59969224005276,9459,0.8155243297509062,107.62868287775574,1,0.7100046823786483,9098,IMG_20221029_095028.jpg,142.309721754454,82.35787920789622,9098.0,669610.0,60675594.0,6170362726.0,381448.0,27110450.0,2401051734.0,239761868072.0,19973012.0,1382535862.0,118419128878.0,11428323428452.0,1172059966.0,79775583554.0,6629264444982.0,618384197525648.0,9098.0,1.2033751772833057e-10,11392504.079138272,27688092.98136335,9.652012522565201e-11,-964005.4055836444,-967243.8903353253,-3060949833.06693,3980202.9536161763,-6636780.055601192,3157734448.0114865,-6180709042.497748,907361.7047737227,-569201155.1415745,3589304261.517097,-1340607205058.3083,-1.4435609605680768,392.91883092036784,151.79591562357663,0.9618352891426155
11912,84,3,167,224,18343,127.29281396910679,112.9806077904634,13324,0.9414582539503179,123.15368227091409,1,0.649403042032383,11912,IMG_20221029_094115.jpg,215.42423207643344,72.62588163507564,11912.0,1310089.0,178621437.0,27445035763.0,515704.0,57358021.0,7883935881.0,1219334292097.0,26266562.0,2930272611.0,398566136743.0,60904218686307.0,1475473756.0,164446663759.0,21988633147491.0,3295337797914967.0,11912.0,-2.4520829811081057e-10,34537052.520399585,203329502.36462715,1.255955339729553e-10,640581.640026863,10008121.845340278,4614450921.758015,3940284.664875756,-14005005.873306552,6134917718.155469,9029407480.608469,-2851648.23759009,390247126.1334421,8199315638.396263,1242819372230.455,1.549872297899764,548.2325394193525,223.45021816950637,0.8940258180726508
3001,101,22,137,133,3996,119.20493168943685,77.03698767077641,3209,0.9554203841007979,61.81417211085354,1,0.751001001001001,3001,IMG_20220110_150640.jpg,114.56935710527522,33.82647213706873,3001.0,165166.0,11545252.0,910719298.0,54633.0,3131693.0,223433525.0,17802819593.0,1216163.0,71114569.0,5069571637.0,401584864153.0,30159711.0,1784656295.0,126472068311.0,9922354820459.0,3001.0,-3.5008440590900136e-11,2455012.894368544,5070377.222076077,9.258371846954105e-12,124857.25258247237,-490533.13931132597,169625304.9919357,221572.96701099628,-365414.5450437992,129772201.11716805,171963173.53754944,-47894.79554266101,20573294.199393712,-28280673.703632064,21389068702.73077,1.5151239777886458,262.71067811865476,111.75866856758807,0.9351822997818635
